"SUB","Subject","LOCATION","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","AUS","Australia","2008","2008","GRWH","Growth rate","0","units",,,3.16,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","AUS","Australia","2009","2009","GRWH","Growth rate","0","units",,,3.13,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","AUS","Australia","2010","2010","GRWH","Growth rate","0","units",,,5.91,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","AUS","Australia","2011","2011","GRWH","Growth rate","0","units",,,4.35,,
"VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","AUS","Australia","2012","2012","PC","Percentage","0","units",,,2.363409526,,
"VALADDAC_T1B","Value added in industry, including energy","AUS","Australia","2012","2012","PC","Percentage","0","units",,,20.5452145,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2006","2006","PC","Percentage","0","units",,,10.098776,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2007","2007","PC","Percentage","0","units",,,9.9855387,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2008","2008","PC","Percentage","0","units",,,9.0621905,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2009","2009","PC","Percentage","0","units",,,8.6208083,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2010","2010","PC","Percentage","0","units",,,7.9668882,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2011","2011","PC","Percentage","0","units",,,7.5318603,,
"VALADDAC_T1C","Value added in manufacturing","AUS","Australia","2012","2012","PC","Percentage","0","units",,,7.1267815,,
"VALADDAC_T1D","Value added in construction","AUS","Australia","2012","2012","PC","Percentage","0","units",,,7.733712118,,
"VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","AUS","Australia","2012","2012","PC","Percentage","0","units",,,19.98262936,,
"VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","AUS","Australia","2012","2012","PC","Percentage","0","units",,,30.6730543,,
"VALADDAC_T1G","Value added in other services activities","AUS","Australia","2012","2012","PC","Percentage","0","units",,,18.70190758,,
"EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,6.263216818,,
"EVOVA_T1B","Real value added in industry, including energy","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,2.708202708,,
"EVOVA_T1D","Real value added in construction","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,4.268516906,,
"EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,3.205336928,,
"EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,2.719412327,,
"SME_T1C","Number of employees in manufacturing in enterprises with less than 10 persons engaged","AUS","Australia","2010","2010","EMPLOYED","Employed","0","units",,,23.65728,,
"SME_T1D","Number of employees in manufacturing in enterprises with 10-19 persons engaged","AUS","Australia","2010","2010","EMPLOYED","Employed","0","units",,,0,,
"SME_T1E","Number of employees in manufacturing in enterprises with 20-49 persons engaged","AUS","Australia","2010","2010","EMPLOYED","Employed","0","units",,,29.64268,,
"SME_T1F","Number of employees in manufacturing in enterprises with 50-249 persons engaged","AUS","Australia","2010","2010","EMPLOYED","Employed","0","units",,,0,,
"SME_T1G","Number of employees in manufacturing in enterprises with 250 or more persons engaged","AUS","Australia","2010","2010","EMPLOYED","Employed","0","units",,,46.70131,,
"SME_T1J","Number of enterprises in manufacturing with less than 10 persons engaged","AUS","Australia","2010","2010","ENTR","Enterprises","0","units",,,90.28137,,
"SME_T1K","Number of enterprises in manufacturing with 10-19 persons engaged","AUS","Australia","2010","2010","ENTR","Enterprises","0","units",,,0,,
"SME_T1L","Number of enterprises in manufacturing with 20-49 persons engaged","AUS","Australia","2010","2010","ENTR","Enterprises","0","units",,,8.928195,,
"SME_T1M","Number of enterprises in manufacturing with 50-249 persons engaged","AUS","Australia","2010","2010","ENTR","Enterprises","0","units",,,0.7904339,,
"SME_T1N","Number of enterprises in manufacturing with 250 or more persons engaged","AUS","Australia","2010","2010","ENTR","Enterprises","0","units",,,0,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2006","2006","USD","US Dollar","0","units",,,35387.81101,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2007","2007","USD","US Dollar","0","units",,,37276.02044,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2008","2008","USD","US Dollar","0","units",,,37797.3216,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2009","2009","USD","US Dollar","0","units",,,39035.0995,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2010","2010","USD","US Dollar","0","units",,,40049.23621,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2011","2011","USD","US Dollar","0","units",,,41974.0982,,
"NATINCCAP_T1","Gross national income per capita","AUS","Australia","2012","2012","USD","US Dollar","0","units",,,43371.64134,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2006","2006","GRWH","Growth rate","0","units",,,6.140130271,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2007","2007","GRWH","Growth rate","0","units",,,5.590904358,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2008","2008","GRWH","Growth rate","0","units",,,7.137544215,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2009","2009","GRWH","Growth rate","0","units",,,1.291367765,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2010","2010","GRWH","Growth rate","0","units",,,4.325341078,,
"HOUSINC_T1","Real household disposable income","AUS","Australia","2012","2012","GRWH","Growth rate","0","units",,,1.135587587,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2006","2006","PC","Percentage","0","units",,,2.50540135,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2007","2007","PC","Percentage","0","units",,,4.642310267,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2008","2008","PC","Percentage","0","units",,,10.67698335,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2009","2009","PC","Percentage","0","units",,,9.811317909,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2010","2010","PC","Percentage","0","units",,,11.04782932,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2011","2011","PC","Percentage","0","units",,,11.74740009,,
"HOUSSAVE_T1","Household net saving rates","AUS","Australia","2012","2012","PC","Percentage","0","units",,,10.45161456,,
"INCINEQUAL_T1A","Income inequality: Gini coefficient, level, late 2000s","AUS","Australia","2010","2010","0_TO_1","0-1 scale","0","units",,,0.334,,
"HOUSWEALTH_T1A","Currency and deposits (AF2)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,16.47617,,
"HOUSWEALTH_T1A","Currency and deposits (AF2)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,22.54164,,
"HOUSWEALTH_T1B","Securities other than shares (AF33)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,0.636784,,
"HOUSWEALTH_T1B","Securities other than shares (AF33)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,0.1728226,,
"HOUSWEALTH_T1C","Shares and other equity (AF51)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,24.42982,,
"HOUSWEALTH_T1C","Shares and other equity (AF51)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,14.80662,,
"HOUSWEALTH_T1D","Mutual funds shares (AF52)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,2.803298,,
"HOUSWEALTH_T1D","Mutual funds shares (AF52)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,1.323342,,
"HOUSWEALTH_T1E","Life insurance reserves (AF611)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,2.325289,,
"HOUSWEALTH_T1E","Life insurance reserves (AF611)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,1.650388,,
"HOUSWEALTH_T1F","Pension funds (AF612)","AUS","Australia","2007","2007","PC","Percentage","0","units",,,49.42464,,
"HOUSWEALTH_T1F","Pension funds (AF612)","AUS","Australia","2012","2012","PC","Percentage","0","units",,,56.1964,,
"HOUSDEBT_T1","Households debt","AUS","Australia","2006","2006","PC","Percentage","0","units",,,176.2496,,
"HOUSDEBT_T1","Households debt","AUS","Australia","2007","2007","PC","Percentage","0","units",,,180.7483,,
"HOUSDEBT_T1","Households debt","AUS","Australia","2008","2008","PC","Percentage","0","units",,,176.267,,
"HOUSDEBT_T1","Households debt","AUS","Australia","2009","2009","PC","Percentage","0","units",,,182.7739,,
"HOUSDEBT_T1","Households debt","AUS","Australia","2010","2010","PC","Percentage","0","units",,,183.5283,,
"HOUSNONFIN_T1A","Non-financial assets of households: dwellings","AUS","Australia","2009","2009","USD","US Dollar","0","units",,,44644.55464,,
"HOUSNONFIN_T1A","Non-financial assets of households: dwellings","AUS","Australia","2010","2010","USD","US Dollar","0","units",,,44111.94649,,
"HOUSNONFIN_T1A","Non-financial assets of households: dwellings","AUS","Australia","2011","2011","USD","US Dollar","0","units",,,44514.41459,,
"HOUSNONFIN_T1B","Non-financial assets of households: lands","AUS","Australia","2009","2009","USD","US Dollar","0","units",,,95586.3412,,
"HOUSNONFIN_T1B","Non-financial assets of households: lands","AUS","Australia","2010","2010","USD","US Dollar","0","units",,,89378.50097,,
"HOUSNONFIN_T1B","Non-financial assets of households: lands","AUS","Australia","2011","2011","USD","US Dollar","0","units",,,82050.73676,,
"HOUSNONFIN_T1C","Non-financial assets of households: other","AUS","Australia","2009","2009","USD","US Dollar","0","units",,,17011.92503,,
"HOUSNONFIN_T1C","Non-financial assets of households: other","AUS","Australia","2010","2010","USD","US Dollar","0","units",,,16638.19727,,
"HOUSNONFIN_T1C","Non-financial assets of households: other","AUS","Australia","2011","2011","USD","US Dollar","0","units",,,16718.34643,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2007","2007","PC","Percentage","0","units",,,21.96557366,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2008","2008","PC","Percentage","0","units",,,22.14458663,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2009","2009","PC","Percentage","0","units",,,20.03366052,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2010","2010","PC","Percentage","0","units",,,19.66068518,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2011","2011","PC","Percentage","0","units",,,21.09756338,,
"TRADEGDP_T1A","International imports in goods and services","AUS","Australia","2012","2012","PC","Percentage","0","units",,,21.98877605,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2007","2007","PC","Percentage","0","units",,,19.89354398,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2008","2008","PC","Percentage","0","units",,,22.63410543,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2009","2009","PC","Percentage","0","units",,,19.587794,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2010","2010","PC","Percentage","0","units",,,21.17847008,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2011","2011","PC","Percentage","0","units",,,21.44489614,,
"TRADEGDP_T1B","International exports in goods and services","AUS","Australia","2012","2012","PC","Percentage","0","units",,,19.93118294,,
"MERTRADE_T2","Imports of goods","AUS","Australia","2010","2010","USD","US Dollar","9","billions",,,193.2801191,,
"MERTRADE_T2","Imports of goods","AUS","Australia","2012","2012","USD","US Dollar","9","billions",,,250.4647944,,
"MERTRADE_T1","Trade balance of goods","AUS","Australia","2010","2010","USD","US Dollar","9","billions",,,18.55021142,,
"MERTRADE_T1","Trade balance of goods","AUS","Australia","2012","2012","USD","US Dollar","9","billions",,,5.77811859,,
